Year,Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Country_Code,Scarcity_Code,Lag_1,Lag_2,Lag_3,Agri_Growth,House_Growth,Rainfall_Growth,Rainfall_RollingAvg_3,GWD_Lag1,GWD_Growth,Rainfall_x_GWD
2000,222.67,47.53,30.8,12.57,2991.65,8,2,156.65,985.09,264.42,-0.3409595119245702,0.016990291262136026,3.257182701748894,2121.3633333333332,0.52,1.8846153846153846,4487.475
2000,57.7,38.99,32.77,37.84,153.29,0,2,118.53,561.65,690.52,-0.16901108269394716,0.30708117443868743,-0.8160093141608853,659.63,1.11,3.108108108108107,699.0023999999999
2000,271.07,36.05,27.11,33.52,1598.01,17,1,664.72,209.64,388.54,-0.42439725371227854,2.0116801437556155,0.10207586206896546,1789.3666666666668,2.92,0.07876712328767121,5033.7315
2000,173.0,23.11,21.83,20.32,2252.2,19,0,703.19,942.88,510.28,-0.4932017543859649,0.7487091222030982,1.5092193366534081,1995.8400000000001,1.41,1.4751773049645394,7860.178
2000,153.52,60.43,9.65,21.98,2458.36,16,1,239.95,533.34,510.28,-0.09196093163035313,-0.03807439824945302,0.3913958898139607,1739.7933333333333,3.48,0.3247126436781611,11333.039600000002
2000,141.12,21.14,14.0,21.61,2456.29,12,0,782.02,221.82,819.36,-0.7174929840972872,0.3625472887767971,0.10754947537391168,2052.483333333333,4.15,-0.3566265060240965,6558.2943
2000,81.19,28.46,22.05,26.55,934.98,3,2,237.66,18.15,938.61,-0.6433583959899749,0.044042469524184114,3.1217598307176866,884.9266666666667,2.58,-0.5503875968992249,1084.5768
2000,188.87,57.65,43.17,34.41,929.95,18,0,573.74,135.39,240.64,-0.2732887936467919,1.0482142857142853,5.564661866440774,891.4733333333334,0.75,0.10666666666666669,771.8585
2000,402.23,43.68,35.4,28.82,2896.22,10,1,612.6,135.39,240.64,-0.42405063291139244,0.11059730250481703,0.22559159077829305,891.4733333333334,3.03,0.23102310231023115,10802.900599999999
2000,140.87,47.62,46.47,13.7,2571.75,16,1,972.32,239.95,533.34,-0.2119808042363065,-0.37670609645131947,0.04612424543191396,2265.646666666667,4.61,-0.03687635574837311,11418.570000000002
2000,478.79,76.01,41.88,29.45,982.25,12,0,241.27,782.02,221.82,2.595553453169347,0.3627950023137436,-0.6001082934018378,1885.4366666666665,2.67,-0.7415730337078652,677.7524999999999
2000,217.15,73.37,38.83,24.87,217.03,8,2,659.24,156.65,985.09,0.5436566379128971,0.9785202863961815,-0.9274547490515268,1303.8033333333333,1.5,0.8133333333333335,590.3216
2000,277.7,62.07,28.0,13.12,1941.94,13,0,174.75,164.12,780.61,1.1710388247639036,-0.2995194874532836,-0.09219082345791552,2110.846666666667,4.24,-0.5353773584905661,3825.6218
2000,75.21,70.55,19.78,33.78,2667.98,0,0,890.41,118.53,561.65,0.8094383175173119,-0.10729386892177595,16.40478830973971,1218.1366666666665,4.56,-0.30263157894736836,8484.1764
2000,488.93,28.17,28.45,35.29,2096.6,19,0,822.91,703.19,942.88,0.21895283427087842,0.7367125984251968,-0.06908800284166594,1748.79,3.49,0.017191977077363862,7442.929999999999
2000,181.17,72.87,5.4,10.23,1831.22,16,0,455.62,972.32,239.95,0.5302393952120958,-0.2532846715328466,-0.28794789540196364,2287.11,4.44,-0.08558558558558571,7434.753199999999
2000,464.85,59.19,20.82,28.15,1744.17,17,2,389.0,664.72,209.64,0.6418862690707352,-0.16020286396181393,0.09146375804907358,1597.3933333333334,3.15,-0.2222222222222221,4273.2165
2000,464.14,69.03,21.67,30.64,2235.67,12,1,377.46,241.27,782.02,-0.09183002236547833,0.04040747028862479,1.2760702468821585,1891.4033333333334,0.69,1.2898550724637685,3532.3586000000005
2000,197.87,55.26,13.42,13.06,282.9,12,2,926.27,377.46,241.27,-0.19947848761408082,-0.5737597911227155,-0.8734607522577125,1166.94,1.58,1.2974683544303796,1026.927
2000,116.91,25.08,22.13,22.89,2730.97,0,1,559.36,890.41,118.53,-0.6445074415308292,-0.32238010657193605,0.023609622261036467,1850.7466666666667,3.18,0.18867924528301883,10323.066599999998
2000,59.83,67.94,11.33,11.04,2044.8,19,1,757.79,822.91,703.19,1.4117855875044372,-0.6871635024086143,-0.02470666793856713,2131.2000000000003,3.55,-0.8056338028169014,1410.9119999999998
2000,126.4,20.73,22.42,27.51,761.22,10,0,557.31,612.6,703.19,-0.5254120879120878,-0.045454545454545414,-0.7371677565930765,2006.8533333333332,3.73,0.3297587131367292,3775.6512000000002
2000,388.54,69.49,18.47,12.72,2273.77,18,1,496.6,573.74,135.39,0.20537727666955763,-0.6303400174367916,1.445045432550137,1115.1266666666668,0.83,0.6144578313253013,3046.8518000000004
2000,481.88,74.66,6.82,11.72,333.24,5,1,515.29,533.81,128.43,0.9050778259760144,-0.6386062288004933,1.1401322972191896,1020.2800000000001,4.59,-0.23965141612200425,1163.0076000000001
2000,239.84,43.5,41.51,31.91,856.27,3,2,40.12,237.66,18.15,0.5284609978917778,0.20188323917137474,-0.08418361890093906,672.6966666666667,1.16,0.1293103448275863,1121.7137
2000,300.97,38.28,48.16,28.72,2361.98,13,1,180.88,174.75,164.12,-0.3832769453842436,1.1890243902439024,0.216299164752773,2147.69,1.97,-0.14720812182741116,3968.1264
2000,115.58,73.65,20.91,24.46,212.03,5,2,574.98,515.29,533.81,-0.013527993570854435,1.0870307167235493,-0.3637318449165766,233.66000000000017,3.49,-0.9484240687679083,38.1654
2000,90.44,37.01,19.98,22.76,1668.27,2,1,533.52,597.22,646.5,-0.4981014374830486,-0.4049673202614379,-0.30777752881718823,2219.7933333333335,0.6,6.316666666666666,7323.7053
2000,355.38,49.16,15.47,39.8,2111.17,15,0,379.91,334.1,528.75,-0.029225908372827902,2.241042345276873,1.7761384407011453,1628.1666666666667,1.87,0.19786096256684504,4729.0208
2000,315.54,45.64,46.7,26.41,1133.81,18,2,97.75,496.6,573.74,-0.3432148510577061,1.07625786163522,-0.5013523795282724,1445.8433333333335,1.34,1.5223880597014925,3832.2778
2000,379.39,65.34,16.9,23.44,1072.42,3,2,225.49,40.12,237.66,0.5020689655172415,-0.26543403321842673,0.25243205998108076,954.5566666666667,1.31,2.0,4214.610600000001
2000,219.11,47.2,20.83,33.22,2016.42,19,0,355.95,757.79,822.91,-0.30526935531351185,2.0090579710144927,-0.013879107981220606,2052.6066666666666,0.69,0.9275362318840583,2681.8386
2000,240.36,35.97,28.54,36.47,1715.55,17,0,342.55,389.0,664.72,-0.392295995945261,0.29555950266429853,-0.016408950962348956,1685.9099999999999,2.45,-0.7591836734693878,1012.1745
2000,83.68,30.43,39.6,15.87,2560.05,19,1,775.36,355.95,757.79,-0.35529661016949154,-0.5222757375075255,0.2696015711012587,2207.09,1.33,-0.14285714285714302,2918.457
2000,274.26,60.53,11.04,39.87,485.88,6,2,16.89,419.36,307.91,1.269591301087364,0.14470284237726094,-0.6247219476025705,848.9500000000002,3.17,0.466876971608833,2259.342
2000,326.79,60.91,16.29,24.06,2096.1,9,0,177.37,458.47,251.4,0.09708213256484144,-0.3338870431893688,0.7307263584645491,1628.9333333333332,1.85,-0.4756756756756757,2033.2169999999999
2000,207.82,67.86,9.6,30.5,2735.63,18,1,957.54,97.75,496.6,0.48685363716038554,0.15486558121923522,1.4127763911060938,2047.7366666666667,3.38,-0.9556213017751479,410.3445
2000,359.42,56.68,19.47,13.06,2031.84,10,1,594.96,557.31,612.6,1.73420164013507,-0.5252635405307161,1.6691889335540315,1896.4266666666665,4.96,-0.16532258064516137,8411.817599999998
2000,483.44,63.02,38.91,20.48,2317.29,8,0,837.22,659.24,156.65,-0.1410658307210031,-0.17651789304382792,9.677279638759618,1841.9899999999998,2.72,-0.7132352941176471,1807.4862
2000,211.92,20.55,37.61,19.9,2955.39,17,1,878.71,342.55,389.0,-0.42869057547956624,-0.45434603783932004,0.7227070035848562,2138.37,0.59,0.5593220338983051,2718.9588
2000,343.45,75.71,46.71,38.04,2289.68,4,0,764.13,728.85,389.0,0.21407953816549052,0.33286615276804477,1.0165041788862759,1354.6766666666667,3.56,-0.8117977528089888,1534.0855999999999
2000,142.17,64.77,18.07,36.31,291.64,14,1,698.45,850.64,112.12,0.17699436670906765,0.7651920272241128,-0.8677081632282765,1257.793333333333,4.14,0.19806763285024154,1446.5344
2000,78.36,66.5,11.62,39.6,2466.06,18,1,490.14,957.54,97.75,-0.02004126142057172,0.298360655737705,-0.09854037278433125,2111.8333333333335,0.15,1.7999999999999998,1035.7451999999998
2000,132.25,71.65,34.99,10.87,2910.43,15,1,72.4,379.91,334.1,0.45748576078112313,-0.7268844221105528,0.3785862815405674,1927.3566666666666,2.24,0.8169642857142856,11845.4501
2000,51.64,60.6,7.2,38.71,2729.72,3,1,696.04,225.49,40.12,-0.07254361799816345,0.6514505119453924,1.5453833386173326,1552.8033333333333,3.93,0.007633587786259444,10809.6912
2000,66.2,39.52,16.16,37.02,1637.68,12,2,139.02,926.27,377.46,-0.2848353239232717,1.8346094946401226,4.788900671615412,1385.4166666666667,3.63,-0.2286501377410468,4585.504
2000,366.21,33.06,19.41,15.53,2843.62,16,1,218.57,455.62,972.32,-0.546315356113627,0.5180840664711632,0.5528554734002467,2415.53,4.06,0.1157635467980298,12881.5986
2000,308.47,74.95,34.06,35.33,1022.84,4,1,874.07,764.13,728.85,-0.010038304054946434,-0.07124079915878023,-0.5532825547674785,1482.6633333333332,0.67,6.149253731343284,4899.403600000001
2000,495.71,44.81,48.0,18.33,2015.25,7,0,393.26,202.21,728.85,-0.0927313221299858,-0.5077873254564984,0.06976781221135786,1681.1966666666667,2.23,-0.3318385650224215,3002.7225
2000,355.61,69.77,33.0,27.76,2009.28,1,0,245.88,392.63,728.85,0.5710425579824365,-0.11704834605597958,-0.11972907731197735,2264.8133333333335,2.46,-0.5853658536585366,2049.4656
2000,71.51,43.48,5.77,22.15,476.37,8,0,345.81,837.22,659.24,-0.3100602983179944,0.08154296875,-0.7944279740559015,1003.5633333333332,0.78,2.2948717948717947,1224.2709
2000,374.87,38.02,38.43,26.05,303.96,1,0,929.83,245.88,392.63,-0.45506664755625614,-0.06159942363112392,-0.8487219302436694,1531.9366666666667,1.02,1.284313725490196,708.2268
2000,359.5,70.84,13.73,12.66,406.62,16,1,157.89,218.57,455.62,1.1427707199032064,-0.184803605924018,-0.8570062103937939,1693.82,4.53,-0.22075055187637982,1435.3686
2000,396.72,59.53,21.73,19.33,1022.63,4,1,459.73,874.07,764.13,-0.2057371581054036,-0.4528729125389188,-0.00020531070353135839,1445.0500000000002,4.79,-0.4926931106471816,2484.9909000000002
2000,296.89,35.97,45.16,11.84,1589.87,14,0,818.07,698.45,850.64,-0.444650301065308,-0.6739190305700908,4.4514812782883,1362.0099999999995,4.96,-0.8931451612903226,842.6311
2000,357.19,51.52,36.2,19.02,934.96,1,0,591.54,929.83,245.88,0.3550762756443977,-0.26986564299424187,2.0759310435583633,1082.7333333333333,2.33,0.6137339055793991,3515.4496
2000,119.56,23.58,14.41,29.28,666.28,12,2,172.54,139.02,926.27,-0.40334008097165996,-0.20907617504051867,-0.5931561721459626,862.2866666666665,2.8,-0.046428571428571375,1778.9676
2000,362.74,33.22,19.4,11.23,1590.81,16,2,503.0,157.89,218.57,-0.5310559006211181,-0.11295418641390198,2.9122768186513204,1613.6833333333332,3.53,0.3909348441926346,7810.8771
2000,419.38,31.49,25.18,13.7,1883.89,8,2,47.82,345.81,837.22,-0.2757589696412144,-0.38148984198645597,2.954678086361442,1559.1833333333332,2.57,-0.5680933852140078,2091.1179
2000,427.17,73.01,42.98,28.63,1503.78,1,1,507.38,591.54,929.83,0.41711956521739135,0.5052576235541535,0.6083896637289294,914.2333333333332,3.76,-0.3244680851063829,3819.6012
2000,356.8,42.77,43.33,39.84,1294.06,13,1,791.78,180.88,174.75,0.11729362591431558,0.38718662952646254,-0.45212914588607866,1865.9933333333336,1.68,0.375,2989.2786
2000,455.51,67.89,5.28,34.31,2793.32,3,2,254.88,696.04,225.49,0.12029702970297018,-0.11366571945233783,0.023299092947262068,2198.486666666667,3.96,-0.3939393939393939,6703.968
2000,196.05,55.26,8.32,17.82,137.71,1,1,757.88,507.38,591.54,-0.24311738118066029,-0.37757596926301085,-0.9084241045897671,858.8166666666666,2.54,-0.6929133858267716,107.41380000000001
2000,115.74,38.66,49.26,20.86,1350.95,11,1,902.39,705.6,349.05,-0.4807253190060444,-0.18483782727627984,-0.1618064948440815,1278.6833333333334,2.76,-0.19927536231884058,2985.5995000000003
2000,417.64,77.75,13.71,23.43,2530.8,5,2,180.5,574.98,515.29,0.05566870332654439,-0.042109566639411344,10.936046785832195,1025.3566666666668,0.18,26.222222222222225,12400.920000000002
2000,257.03,67.8,10.86,22.11,2359.45,12,1,836.13,172.54,139.02,1.875318066157761,-0.24487704918032793,2.541228912769406,1554.47,2.67,0.12359550561797761,7078.349999999999
2000,71.67,74.67,21.07,22.35,1206.28,5,1,613.43,180.5,574.98,-0.03961414790996787,-0.04609475032010235,-0.5233602023075707,1316.3700000000001,4.9,-0.5346938775510205,2750.3183999999997
2000,372.8,63.62,42.42,10.69,2723.0,1,2,509.98,757.88,507.38,0.15128483532392334,-0.4001122334455668,18.773436932684625,1454.83,0.78,0.9102564102564101,4057.27
2000,174.17,27.85,32.46,38.16,129.21,17,1,815.84,878.71,342.55,0.35523114355231145,0.9175879396984925,-0.9562798818430055,1600.05,0.92,3.978260869565217,591.7818000000001
